Name: STRATO3, HW Version: 1.1, SW Version: 2.0, SN: 1001005000550
#;Up-Time;UTC;Date;RMC Valid;Sats in use;Latitude;Longitude;Speed over Ground [knots];Speed over Ground [km/h];Course over Ground;Altitude NN [m];Board: Temp [C];Extern: Temp [C];Extern: Hum [perc];Extern: Pressure [hPa];Batt Voltage [V];Logger Status
$;06:22:49;13:07:13;16.09.2020;Y;09;51 56.82674 N;014 35.36886 E;0.171;0.3;;72.5;46.125;31.625;27.802;1008.880;8.9;66679
$;06:22:51;13:07:15;16.09.2020;Y;09;51 56.82703 N;014 35.36864 E;0.136;0.2;;71.7;46.0;31.875;27.840;1008.729;8.9;66679
$;06:22:53;13:07:17;16.09.2020;Y;09;51 56.82689 N;014 35.36851 E;0.076;0.1;;71.8;45.750;31.750;28.267;1008.630;8.9;66679
$;06:22:55;13:07:19;16.09.2020;Y;09;51 56.82644 N;014 35.36818 E;0.068;0.1;;67.4;45.750;32.0;27.382;1008.669;8.9;66679
$;06:22:57;13:07:21;16.09.2020;Y;09;51 56.82628 N;014 35.36813 E;0.173;0.3;;66.3;45.750;32.125;27.466;1008.729;8.9;66679
$;06:22:59;13:07:23;16.09.2020;Y;09;51 56.82594 N;014 35.36804 E;0.113;0.2;;66.2;46.125;31.750;27.535;1008.869;8.9;66679
$;06:23:01;13:07:25;16.09.2020;Y;09;51 56.82569 N;014 35.36819 E;0.093;0.1;;65.7;45.875;31.875;27.611;1008.760;8.9;66679
$;06:23:03;13:07:27;16.09.2020;Y;09;51 56.82570 N;014 35.36832 E;0.110;0.2;;65.7;46.125;31.875;27.489;1008.780;8.9;66679
$;06:23:05;13:07:29;16.09.2020;Y;09;51 56.82574 N;014 35.36863 E;0.272;0.5;;66.0;46.0;31.750;27.580;1008.840;8.9;66679
$;06:23:07;13:07:31;16.09.2020;Y;09;51 56.82581 N;014 35.36885 E;0.084;0.1;;66.1;46.0;31.750;27.962;1008.729;8.9;66679
$;06:23:09;13:07:33;16.09.2020;Y;09;51 56.82580 N;014 35.36871 E;0.045;0.0;;65.8;45.875;31.750;27.679;1008.770;8.9;66679
$;06:23:11;13:07:35;16.09.2020;Y;09;51 56.82573 N;014 35.36879 E;0.170;0.3;;65.7;46.125;31.875;28.53;1008.599;8.9;66679
$;06:23:13;13:07:37;16.09.2020;Y;09;51 56.82578 N;014 35.36873 E;0.248;0.4;;66.2;46.125;31.750;27.512;1008.719;8.9;66679
$;06:23:15;13:07:39;16.09.2020;Y;09;51 56.82565 N;014 35.36871 E;0.247;0.4;;65.7;46.0;31.875;27.603;1008.940;8.9;66679
$;06:23:17;13:07:41;16.09.2020;Y;09;51 56.82534 N;014 35.36894 E;0.071;0.1;;64.6;45.875;31.750;27.702;1008.719;8.9;66679
$;06:23:19;13:07:43;16.09.2020;Y;09;51 56.82519 N;014 35.36929 E;0.093;0.1;;64.9;46.0;31.750;27.664;1008.729;8.9;66679
$;06:23:21;13:07:45;16.09.2020;Y;09;51 56.82514 N;014 35.36965 E;0.142;0.2;;64.5;45.875;31.750;28.61;1008.750;8.9;66679
$;06:23:23;13:07:47;16.09.2020;Y;09;51 56.82512 N;014 35.36984 E;0.013;0.0;;63.8;45.875;31.875;27.786;1008.780;8.9;66679
$;06:23:25;13:07:49;16.09.2020;Y;09;51 56.82529 N;014 35.36960 E;0.272;0.5;;62.8;46.0;31.625;27.931;1008.809;8.9;66679
$;06:23:27;13:07:51;16.09.2020;Y;09;51 56.82482 N;014 35.36898 E;0.690;1.2;;62.9;46.125;31.750;28.732;1008.770;8.9;66679
$;06:23:29;13:07:53;16.09.2020;Y;09;51 56.82445 N;014 35.36843 E;0.615;1.1;;64.0;45.875;31.750;27.565;1008.750;8.9;66679
$;06:23:31;13:07:55;16.09.2020;Y;09;51 56.82455 N;014 35.36881 E;0.205;0.3;;63.7;46.0;31.750;27.649;1008.799;8.9;66679
$;06:23:33;13:07:57;16.09.2020;Y;09;51 56.82441 N;014 35.36909 E;0.093;0.1;;63.9;46.0;31.875;27.664;1008.859;8.9;66679
$;06:23:35;13:07:59;16.09.2020;Y;09;51 56.82433 N;014 35.36926 E;0.166;0.3;;64.0;46.125;31.750;27.733;1008.869;8.9;66679
$;06:23:37;13:08:01;16.09.2020;Y;09;51 56.82439 N;014 35.36962 E;0.011;0.0;;64.4;45.875;31.750;27.748;1008.809;8.9;66679
$;06:23:39;13:08:03;16.09.2020;Y;09;51 56.82442 N;014 35.37008 E;0.179;0.3;;64.4;46.125;31.750;27.748;1008.940;8.9;66679
$;06:23:41;13:08:05;16.09.2020;Y;09;51 56.82418 N;014 35.37038 E;0.064;0.1;;64.8;46.0;31.625;27.672;1008.809;8.9;66679
$;06:23:43;13:08:07;16.09.2020;Y;09;51 56.82385 N;014 35.37043 E;0.021;0.0;;64.4;46.0;31.625;27.771;1008.830;8.9;66679
$;06:23:45;13:08:09;16.09.2020;Y;09;51 56.82388 N;014 35.37012 E;0.154;0.2;;65.2;46.0;31.750;27.786;1008.880;8.9;66679
$;06:23:47;13:08:11;16.09.2020;Y;09;51 56.82378 N;014 35.36995 E;0.201;0.3;;64.9;46.0;31.750;27.931;1008.840;8.9;66679
$;06:23:49;13:08:13;16.09.2020;Y;09;51 56.82371 N;014 35.36997 E;0.138;0.2;;65.4;45.750;31.625;27.840;1008.719;8.9;66679
$;06:23:51;13:08:15;16.09.2020;Y;09;51 56.82373 N;014 35.37019 E;0.137;0.2;;63.5;46.125;31.500;27.977;1008.669;8.9;66679
$;06:23:53;13:08:17;16.09.2020;Y;09;51 56.82392 N;014 35.37039 E;0.402;0.7;;62.0;46.0;31.500;27.931;1008.929;8.9;66679
$;06:23:55;13:08:19;16.09.2020;Y;09;51 56.82389 N;014 35.37047 E;0.530;0.9;;62.0;46.125;31.500;28.503;1008.679;8.9;66679
$;06:23:57;13:08:21;16.09.2020;Y;09;51 56.82367 N;014 35.37012 E;0.129;0.2;;61.3;46.0;31.500;27.718;1008.640;8.9;66679
$;06:23:59;13:08:23;16.09.2020;Y;09;51 56.82344 N;014 35.36976 E;0.389;0.7;;61.7;46.0;31.625;27.580;1008.830;8.9;66679
$;06:24:01;13:08:25;16.09.2020;Y;09;51 56.82333 N;014 35.36940 E;0.148;0.2;;61.7;46.125;31.375;27.756;1008.669;8.9;66679
$;06:24:03;13:08:27;16.09.2020;Y;09;51 56.82324 N;014 35.36952 E;0.394;0.7;;61.7;45.750;31.625;27.8;1008.799;8.9;66679
$;06:24:05;13:08:29;16.09.2020;Y;09;51 56.82335 N;014 35.37003 E;0.222;0.4;;60.7;46.125;31.625;26.627;1008.750;8.9;66679
$;06:24:07;13:08:31;16.09.2020;Y;09;51 56.82339 N;014 35.37009 E;0.144;0.2;;61.4;46.0;31.500;26.413;1008.710;8.9;66679
$;06:24:09;13:08:33;16.09.2020;Y;09;51 56.82337 N;014 35.37034 E;0.071;0.1;;62.0;46.125;31.500;26.527;1008.820;8.9;66679
$;06:24:11;13:08:35;16.09.2020;Y;09;51 56.82324 N;014 35.37076 E;0.195;0.3;;60.8;46.250;31.250;26.505;1008.820;8.9;66679
$;06:24:13;13:08:37;16.09.2020;Y;09;51 56.82342 N;014 35.37080 E;0.361;0.6;;61.3;46.0;31.375;27.31;1008.909;8.9;66679
$;06:24:15;13:08:39;16.09.2020;Y;09;51 56.82319 N;014 35.37007 E;0.320;0.5;;61.3;45.875;31.250;27.275;1008.719;8.9;66679
$;06:24:17;13:08:41;16.09.2020;Y;09;51 56.82315 N;014 35.36990 E;0.253;0.4;;60.9;46.0;31.375;27.367;1008.809;8.9;66679
$;06:24:19;13:08:43;16.09.2020;Y;09;51 56.82299 N;014 35.36967 E;0.453;0.8;;61.3;46.0;31.375;26.993;1008.710;8.9;66679
$;06:24:21;13:08:45;16.09.2020;Y;09;51 56.82300 N;014 35.36947 E;0.724;1.3;;63.3;46.0;31.625;27.69;1008.840;8.9;66679
$;06:24:23;13:08:47;16.09.2020;Y;09;51 56.82270 N;014 35.36925 E;0.326;0.6;;63.9;46.125;31.500;27.237;1008.650;8.9;66679
$;06:24:25;13:08:49;16.09.2020;Y;09;51 56.82260 N;014 35.36906 E;0.677;1.2;;64.7;45.875;31.375;27.123;1008.890;8.9;66679
$;06:24:27;13:08:51;16.09.2020;Y;09;51 56.82235 N;014 35.36863 E;0.059;0.1;;65.0;46.0;31.500;27.39;1008.840;8.9;66679
$;06:24:29;13:08:53;16.09.2020;Y;09;51 56.82319 N;014 35.36772 E;0.225;0.4;;64.8;46.0;31.375;27.77;1008.799;8.9;66679
$;06:24:31;13:08:55;16.09.2020;Y;09;51 56.82328 N;014 35.36768 E;0.193;0.3;;65.6;46.125;31.375;27.61;1008.900;8.9;66679
$;06:24:33;13:08:57;16.09.2020;Y;09;51 56.82294 N;014 35.36799 E;0.425;0.7;;65.2;46.125;31.250;27.123;1008.820;8.9;66679
$;06:24:35;13:08:59;16.09.2020;Y;09;51 56.82310 N;014 35.36812 E;0.695;1.2;;65.7;45.875;31.375;27.115;1008.739;8.9;66679
$;06:24:37;13:09:01;16.09.2020;Y;09;51 56.82313 N;014 35.36808 E;0.314;0.5;;65.6;46.0;31.250;27.229;1008.700;8.9;66679
$;06:24:39;13:09:03;16.09.2020;Y;09;51 56.82310 N;014 35.36850 E;0.307;0.5;;66.2;45.875;31.500;27.260;1008.729;8.9;66679
$;06:24:41;13:09:05;16.09.2020;Y;09;51 56.82303 N;014 35.36886 E;0.630;1.1;;65.8;46.0;31.250;27.283;1008.760;8.9;66679
$;06:24:43;13:09:07;16.09.2020;Y;09;51 56.82296 N;014 35.36935 E;0.084;0.1;;65.6;46.0;31.125;27.214;1008.760;8.9;66679
$;06:24:45;13:09:09;16.09.2020;Y;09;51 56.82318 N;014 35.36979 E;0.263;0.4;;65.3;46.0;31.125;26.817;1008.669;8.9;66679
$;06:24:47;13:09:11;16.09.2020;Y;09;51 56.82330 N;014 35.36984 E;0.429;0.7;;66.0;46.0;31.375;26.871;1008.760;8.9;66679
$;06:24:49;13:09:13;16.09.2020;Y;09;51 56.82370 N;014 35.36991 E;0.607;1.1;;67.6;46.0;31.375;27.0;1008.869;8.9;66679
$;06:24:51;13:09:15;16.09.2020;Y;09;51 56.82385 N;014 35.36956 E;0.169;0.3;;66.8;46.0;31.250;26.978;1008.719;8.9;66679
$;06:24:53;13:09:17;16.09.2020;Y;09;51 56.82372 N;014 35.36950 E;0.154;0.2;;67.6;46.125;31.125;26.985;1008.780;8.9;66679
$;06:24:55;13:09:19;16.09.2020;Y;09;51 56.82350 N;014 35.36959 E;0.181;0.3;;66.8;46.125;31.375;27.130;1008.659;8.9;66679
$;06:24:57;13:09:21;16.09.2020;Y;09;51 56.82405 N;014 35.36921 E;0.028;0.0;;67.9;46.250;31.375;26.909;1008.890;8.9;66679
$;06:24:59;13:09:23;16.09.2020;Y;09;51 56.82414 N;014 35.36905 E;0.059;0.1;;67.9;46.0;31.125;26.962;1008.929;8.9;66679
$;06:25:01;13:09:25;16.09.2020;Y;09;51 56.82426 N;014 35.36884 E;0.299;0.5;;68.8;46.0;31.375;27.161;1008.690;8.9;66679
$;06:25:03;13:09:27;16.09.2020;Y;09;51 56.82439 N;014 35.36901 E;0.291;0.5;;68.5;46.125;31.375;27.69;1008.719;8.9;66679
$;06:25:05;13:09:29;16.09.2020;Y;09;51 56.82435 N;014 35.36891 E;0.104;0.1;;68.3;46.0;31.375;28.137;1008.659;8.9;66679
$;06:25:07;13:09:31;16.09.2020;Y;09;51 56.82417 N;014 35.36876 E;0.259;0.4;;68.4;46.250;31.500;26.978;1008.789;8.9;66679
$;06:25:09;13:09:33;16.09.2020;Y;09;51 56.82399 N;014 35.36857 E;0.037;0.0;;68.6;46.125;31.250;26.970;1008.789;8.9;66679
$;06:25:11;13:09:35;16.09.2020;Y;09;51 56.82393 N;014 35.36852 E;0.075;0.1;;68.1;45.875;31.250;26.924;1008.799;8.9;66679
$;06:25:13;13:09:37;16.09.2020;Y;09;51 56.82375 N;014 35.36870 E;0.093;0.1;;66.9;46.250;31.375;26.756;1008.630;8.9;66679
$;06:25:15;13:09:39;16.09.2020;Y;09;51 56.82380 N;014 35.36874 E;0.158;0.2;;67.4;46.125;31.250;25.978;1008.799;8.9;66679
$;06:25:17;13:09:41;16.09.2020;Y;09;51 56.82390 N;014 35.36893 E;0.205;0.3;;68.4;46.250;31.250;25.764;1008.880;8.9;66679
$;06:25:19;13:09:43;16.09.2020;Y;09;51 56.82387 N;014 35.36890 E;0.374;0.6;;69.4;46.0;31.125;26.199;1008.820;8.9;66679
$;06:25:21;13:09:45;16.09.2020;Y;09;51 56.82376 N;014 35.36869 E;0.113;0.2;;70.1;46.125;31.250;25.803;1008.770;8.9;66679
$;06:25:23;13:09:47;16.09.2020;Y;09;51 56.82351 N;014 35.36861 E;0.291;0.5;;69.6;46.125;31.125;25.513;1008.830;8.9;66679
$;06:25:25;13:09:49;16.09.2020;Y;09;51 56.82335 N;014 35.36867 E;0.087;0.1;;68.5;46.0;31.125;25.299;1008.739;8.9;66679
$;06:25:27;13:09:51;16.09.2020;Y;09;51 56.82355 N;014 35.36858 E;0.070;0.1;;69.6;46.0;31.250;25.360;1008.700;8.9;66679
$;06:25:29;13:09:53;16.09.2020;Y;09;51 56.82369 N;014 35.36860 E;0.393;0.7;;70.5;46.0;31.250;25.749;1008.809;8.9;66679
$;06:25:31;13:09:55;16.09.2020;Y;09;51 56.82359 N;014 35.36837 E;0.168;0.3;;71.6;46.250;31.250;25.978;1008.789;8.9;66679
$;06:25:33;13:09:57;16.09.2020;Y;09;51 56.82417 N;014 35.36861 E;1.491;2.7;352.50;72.7;46.0;31.250;26.115;1008.669;8.9;66679
$;06:25:35;13:09:59;16.09.2020;Y;09;51 56.82408 N;014 35.36873 E;0.082;0.1;;71.6;46.0;31.250;26.169;1008.739;8.9;66679
$;06:25:37;13:10:01;16.09.2020;Y;09;51 56.82378 N;014 35.36908 E;0.507;0.9;;71.8;46.125;31.125;26.260;1008.770;8.9;66679
$;06:25:39;13:10:03;16.09.2020;Y;09;51 56.82357 N;014 35.36887 E;0.308;0.5;;72.2;46.125;31.125;26.329;1008.820;8.9;66679
$;06:25:41;13:10:05;16.09.2020;Y;09;51 56.82352 N;014 35.36843 E;0.089;0.1;;73.8;46.250;31.0;26.238;1008.809;8.9;66679
$;06:25:43;13:10:07;16.09.2020;Y;09;51 56.82365 N;014 35.36852 E;0.205;0.3;;73.1;46.0;31.125;26.77;1008.719;8.9;66679
$;06:25:45;13:10:09;16.09.2020;Y;09;51 56.82345 N;014 35.36829 E;0.165;0.3;;72.1;46.0;31.125;26.108;1008.739;8.9;66679
$;06:25:47;13:10:11;16.09.2020;Y;09;51 56.82332 N;014 35.36799 E;0.095;0.1;;73.0;46.125;31.125;26.146;1008.760;8.9;66679
$;06:25:49;13:10:13;16.09.2020;Y;09;51 56.82332 N;014 35.36812 E;0.203;0.3;;72.7;46.0;31.0;26.245;1008.599;8.9;66679
$;06:25:51;13:10:15;16.09.2020;Y;09;51 56.82334 N;014 35.36833 E;0.040;0.0;;72.8;46.250;31.125;26.306;1008.719;8.9;66679
$;06:25:53;13:10:17;16.09.2020;Y;09;51 56.82343 N;014 35.36845 E;0.075;0.1;;73.5;46.0;31.125;26.466;1008.820;8.9;66679
$;06:25:55;13:10:19;16.09.2020;Y;09;51 56.82340 N;014 35.36835 E;0.215;0.3;;72.6;46.125;31.0;26.459;1008.799;8.9;66679
$;06:25:57;13:10:21;16.09.2020;Y;09;51 56.82341 N;014 35.36786 E;0.759;1.4;274.45;72.9;46.0;31.125;26.436;1008.669;8.9;66679
$;06:25:59;13:10:23;16.09.2020;Y;09;51 56.82313 N;014 35.36743 E;0.157;0.2;;71.3;46.0;31.125;26.505;1008.780;8.9;66679
$;06:26:01;13:10:25;16.09.2020;Y;09;51 56.82315 N;014 35.36731 E;0.520;0.9;;71.7;46.125;31.125;26.550;1008.880;8.9;66679
$;06:26:03;13:10:27;16.09.2020;Y;09;51 56.82304 N;014 35.36732 E;0.296;0.5;;72.1;46.0;31.0;26.688;1008.679;8.9;66679
$;06:26:05;13:10:29;16.09.2020;Y;09;51 56.82295 N;014 35.36757 E;0.199;0.3;;71.8;46.125;31.0;26.924;1008.799;8.9;66679
$;06:26:07;13:10:31;16.09.2020;Y;09;51 56.82309 N;014 35.36776 E;0.297;0.5;;71.0;45.875;31.0;27.92;1008.719;8.9;66679
$;06:26:09;13:10:33;16.09.2020;Y;09;51 56.82315 N;014 35.36786 E;0.202;0.3;;71.9;46.250;31.125;27.130;1008.840;8.9;66679
$;06:26:11;13:10:35;16.09.2020;Y;09;51 56.82294 N;014 35.36800 E;0.084;0.1;;72.4;46.125;30.875;26.962;1008.770;8.9;66679
$;06:26:13;13:10:37;16.09.2020;Y;09;51 56.82286 N;014 35.36816 E;0.091;0.1;;72.5;46.250;31.0;27.16;1008.820;8.9;66679
$;06:26:15;13:10:39;16.09.2020;Y;09;51 56.82298 N;014 35.36813 E;0.082;0.1;;72.4;46.250;30.875;27.153;1008.830;8.9;66679
$;06:26:17;13:10:41;16.09.2020;Y;09;51 56.82317 N;014 35.36825 E;0.070;0.1;;72.0;46.125;31.0;27.115;1008.719;8.9;66679
$;06:26:19;13:10:43;16.09.2020;Y;09;51 56.82331 N;014 35.36830 E;0.139;0.2;;71.7;46.250;31.0;27.46;1008.710;8.9;66679
$;06:26:21;13:10:45;16.09.2020;Y;09;51 56.82321 N;014 35.36811 E;0.149;0.2;;71.2;46.250;30.875;26.978;1008.789;8.9;66679
$;06:26:23;13:10:47;16.09.2020;Y;09;51 56.82315 N;014 35.36812 E;0.038;0.0;;71.2;46.125;31.125;26.947;1009.39;8.9;66679
$;06:26:25;13:10:49;16.09.2020;Y;09;51 56.82291 N;014 35.36777 E;0.243;0.4;;71.0;46.125;31.125;27.8;1008.799;8.9;66679
$;06:26:27;13:10:51;16.09.2020;Y;09;51 56.82275 N;014 35.36767 E;0.339;0.6;;70.9;46.0;30.875;27.46;1008.780;8.9;66679
$;06:26:29;13:10:53;16.09.2020;Y;09;51 56.82276 N;014 35.36755 E;0.061;0.1;;70.2;46.375;30.875;27.176;1008.679;8.9;66679
$;06:26:31;13:10:55;16.09.2020;Y;09;51 56.82288 N;014 35.36764 E;0.732;1.3;;70.0;46.250;30.875;27.69;1008.830;8.9;66679
$;06:26:33;13:10:57;16.09.2020;Y;09;51 56.82299 N;014 35.36758 E;0.648;1.2;;70.1;46.0;31.125;26.917;1008.750;8.9;66679
$;06:26:35;13:10:59;16.09.2020;Y;09;51 56.82311 N;014 35.36761 E;0.026;0.0;;69.7;46.375;30.875;26.909;1008.739;8.9;66679
$;06:26:37;13:11:01;16.09.2020;Y;09;51 56.82307 N;014 35.36766 E;0.126;0.2;;68.2;46.125;30.875;26.955;1008.780;8.9;66679
$;06:26:39;13:11:03;16.09.2020;Y;09;51 56.82296 N;014 35.36751 E;0.108;0.2;;68.3;46.125;30.750;27.0;1008.799;8.9;66679
$;06:26:41;13:11:05;16.09.2020;Y;09;51 56.82293 N;014 35.36746 E;0.018;0.0;;67.5;46.125;31.125;27.8;1008.789;8.9;66679
$;06:26:43;13:11:07;16.09.2020;Y;09;51 56.82298 N;014 35.36756 E;0.084;0.1;;67.7;46.125;31.125;27.31;1008.750;8.9;66679
$;06:26:45;13:11:09;16.09.2020;Y;09;51 56.82308 N;014 35.36763 E;0.081;0.1;;67.5;46.125;31.125;27.61;1008.789;8.9;66679
$;06:26:47;13:11:11;16.09.2020;Y;09;51 56.82295 N;014 35.36757 E;0.059;0.1;;66.5;46.375;31.0;27.84;1008.750;8.9;66679
$;06:26:49;13:11:13;16.09.2020;Y;09;51 56.82288 N;014 35.36747 E;0.027;0.0;;65.8;46.250;31.0;27.100;1008.799;8.9;66679
$;06:26:51;13:11:15;16.09.2020;Y;09;51 56.82272 N;014 35.36721 E;0.015;0.0;;65.1;46.250;30.875;27.92;1008.659;8.9;66679
$;06:26:53;13:11:17;16.09.2020;Y;09;51 56.82265 N;014 35.36703 E;0.232;0.4;;65.0;46.125;30.875;27.107;1008.780;8.9;66679
$;06:26:55;13:11:19;16.09.2020;Y;09;51 56.82248 N;014 35.36674 E;0.207;0.3;;65.4;46.125;30.875;27.153;1008.820;8.9;66679
$;06:26:57;13:11:21;16.09.2020;Y;09;51 56.82228 N;014 35.36661 E;0.339;0.6;;65.5;46.250;30.875;27.214;1008.750;8.9;66679
$;06:26:59;13:11:23;16.09.2020;Y;09;51 56.82243 N;014 35.36681 E;0.078;0.1;;63.7;46.0;30.875;27.252;1008.750;8.9;66679
$;06:27:01;13:11:25;16.09.2020;Y;09;51 56.82248 N;014 35.36676 E;0.089;0.1;;64.0;46.125;30.875;27.245;1008.859;8.9;66679
$;06:27:03;13:11:27;16.09.2020;Y;09;51 56.82256 N;014 35.36684 E;0.221;0.4;;63.3;46.375;30.875;27.245;1008.719;8.9;66679
$;06:27:05;13:11:29;16.09.2020;Y;09;51 56.82262 N;014 35.36695 E;0.154;0.2;;62.6;46.375;31.0;27.229;1008.799;8.9;66679
$;06:27:07;13:11:31;16.09.2020;Y;09;51 56.82254 N;014 35.36712 E;0.234;0.4;;61.8;46.125;30.875;27.206;1008.750;8.9;66679
$;06:27:09;13:11:33;16.09.2020;Y;09;51 56.82265 N;014 35.36733 E;0.048;0.0;;62.4;46.250;30.875;27.222;1008.830;8.9;66679
$;06:27:11;13:11:35;16.09.2020;Y;09;51 56.82262 N;014 35.36746 E;0.110;0.2;;62.7;46.0;30.875;27.206;1008.799;8.9;66679
$;06:27:13;13:11:37;16.09.2020;Y;09;51 56.82258 N;014 35.36774 E;0.223;0.4;;63.7;46.250;30.875;27.176;1008.719;8.9;66679
$;06:27:15;13:11:39;16.09.2020;Y;09;51 56.82246 N;014 35.36822 E;0.148;0.2;;64.1;46.250;30.875;27.199;1008.820;8.9;66679
$;06:27:17;13:11:41;16.09.2020;Y;09;51 56.82241 N;014 35.36857 E;0.101;0.1;;64.2;46.250;30.875;27.245;1008.890;8.9;66679
$;06:27:19;13:11:43;16.09.2020;Y;09;51 56.82237 N;014 35.36898 E;0.136;0.2;;63.7;46.125;30.875;27.306;1008.789;8.9;66679
$;06:27:21;13:11:45;16.09.2020;Y;09;51 56.82235 N;014 35.36899 E;0.182;0.3;;63.7;46.250;30.750;27.351;1008.780;8.9;66679
$;06:27:23;13:11:47;16.09.2020;Y;09;51 56.82237 N;014 35.36917 E;0.214;0.3;;64.1;46.250;30.875;27.390;1008.830;8.9;66679
$;06:27:25;13:11:49;16.09.2020;Y;09;51 56.82237 N;014 35.36920 E;0.177;0.3;;64.9;46.250;30.875;27.535;1008.809;8.9;66679
$;06:27:27;13:11:51;16.09.2020;Y;09;51 56.82239 N;014 35.36908 E;0.043;0.0;;64.9;46.250;30.875;27.741;1008.710;8.9;66679
$;06:27:29;13:11:53;16.09.2020;Y;09;51 56.82244 N;014 35.36894 E;0.149;0.2;;65.9;46.125;30.875;27.679;1008.940;8.9;66679
$;06:27:31;13:11:55;16.09.2020;Y;09;51 56.82240 N;014 35.36878 E;0.170;0.3;;66.0;46.250;30.875;27.741;1008.710;8.9;66679
$;06:27:33;13:11:57;16.09.2020;Y;09;51 56.82241 N;014 35.36863 E;0.075;0.1;;66.3;46.250;31.0;27.847;1008.840;8.9;66679
$;06:27:35;13:11:59;16.09.2020;Y;09;51 56.82250 N;014 35.36887 E;0.115;0.2;;65.2;46.250;30.875;27.847;1008.750;8.9;66679
$;06:27:37;13:12:01;16.09.2020;Y;09;51 56.82250 N;014 35.36899 E;0.101;0.1;;64.8;46.125;31.0;27.756;1008.719;8.9;66679
$;06:27:39;13:12:03;16.09.2020;Y;09;51 56.82237 N;014 35.36913 E;0.336;0.6;;65.1;46.375;30.875;27.603;1008.820;8.9;66679
$;06:27:41;13:12:05;16.09.2020;Y;08;51 56.82220 N;014 35.36928 E;0.302;0.5;;65.0;46.125;31.0;27.412;1008.780;8.9;66679
$;06:27:43;13:12:07;16.09.2020;Y;09;51 56.82212 N;014 35.36946 E;0.046;0.0;;65.6;46.250;31.0;27.199;1008.780;8.9;66679
$;06:27:45;13:12:09;16.09.2020;Y;09;51 56.82182 N;014 35.36883 E;0.098;0.1;;66.1;46.250;30.875;27.145;1008.890;8.9;66679
$;06:27:47;13:12:11;16.09.2020;Y;09;51 56.82171 N;014 35.36849 E;0.082;0.1;;66.9;46.250;30.875;27.161;1008.750;8.9;66679
$;06:27:49;13:12:13;16.09.2020;Y;09;51 56.82160 N;014 35.36824 E;0.125;0.2;;66.7;46.250;30.875;27.138;1008.809;8.9;66679
$;06:27:51;13:12:15;16.09.2020;Y;09;51 56.82157 N;014 35.36817 E;0.106;0.1;;67.1;46.250;30.750;27.145;1008.809;8.9;66679
$;06:27:53;13:12:17;16.09.2020;Y;09;51 56.82150 N;014 35.36800 E;0.231;0.4;;67.2;46.250;30.875;27.184;1008.849;8.9;66679
$;06:27:55;13:12:19;16.09.2020;Y;09;51 56.82154 N;014 35.36778 E;0.129;0.2;;67.7;46.250;30.750;27.184;1008.739;8.9;66679
$;06:27:57;13:12:21;16.09.2020;Y;09;51 56.82151 N;014 35.36751 E;0.186;0.3;;68.0;46.250;30.875;27.229;1008.729;8.9;66679
$;06:27:59;13:12:23;16.09.2020;Y;09;51 56.82150 N;014 35.36755 E;0.168;0.3;;68.4;46.250;31.0;27.306;1008.789;8.9;66679
$;06:28:01;13:12:25;16.09.2020;Y;09;51 56.82168 N;014 35.36759 E;0.122;0.2;;69.2;46.125;30.875;27.321;1008.940;8.9;66679
$;06:28:03;13:12:27;16.09.2020;Y;09;51 56.82192 N;014 35.36773 E;0.205;0.3;;69.6;46.250;30.875;27.550;1008.760;8.9;66679
$;06:28:05;13:12:29;16.09.2020;Y;09;51 56.82205 N;014 35.36774 E;0.305;0.5;;70.0;46.375;30.625;27.367;1008.780;8.9;66679
$;06:28:07;13:12:31;16.09.2020;Y;09;51 56.82208 N;014 35.36771 E;0.089;0.1;;69.9;46.250;31.0;27.237;1008.789;8.9;66679
$;06:28:09;13:12:33;16.09.2020;Y;09;51 56.82226 N;014 35.36787 E;0.201;0.3;;70.3;46.375;30.875;27.61;1008.799;8.9;66679
$;06:28:11;13:12:35;16.09.2020;Y;09;51 56.82221 N;014 35.36780 E;0.045;0.0;;70.5;46.250;30.875;27.199;1008.830;8.9;66679
$;06:28:13;13:12:37;16.09.2020;Y;09;51 56.82238 N;014 35.36736 E;0.164;0.3;;71.2;46.250;30.750;27.8;1008.750;8.9;66679
$;06:28:15;13:12:39;16.09.2020;Y;09;51 56.82247 N;014 35.36707 E;0.155;0.2;;71.6;46.250;30.875;27.46;1008.770;8.9;66679
$;06:28:17;13:12:41;16.09.2020;Y;09;51 56.82274 N;014 35.36705 E;0.145;0.2;;72.4;46.250;30.750;27.77;1008.890;8.9;66679
$;06:28:19;13:12:43;16.09.2020;Y;09;51 56.82293 N;014 35.36708 E;0.033;0.0;;73.4;46.250;30.875;27.123;1008.830;8.9;66679
$;06:28:21;13:12:45;16.09.2020;Y;09;51 56.82291 N;014 35.36705 E;0.134;0.2;;74.7;46.250;30.625;27.184;1008.679;8.9;66679
$;06:28:23;13:12:47;16.09.2020;Y;09;51 56.82269 N;014 35.36677 E;0.079;0.1;;75.4;46.125;31.0;27.229;1008.789;8.9;66679
$;06:28:25;13:12:49;16.09.2020;Y;09;51 56.82273 N;014 35.36646 E;0.141;0.2;;76.1;46.250;30.750;27.336;1008.799;8.9;66679
$;06:28:27;13:12:51;16.09.2020;Y;09;51 56.82295 N;014 35.36627 E;0.127;0.2;;76.7;46.250;30.875;27.359;1008.789;8.9;66679
